Order ID,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode,Order Date,CustomerName,State,City,Year-Month
B-26556,1341,615,4,Electronics,Laptops,UPI,8/12/2022,Kimberly Greene,Florida,Orlando,2022-08
B-25861,9851,2669,19,Electronics,Electronic Games,Debit Card,3/28/2022,Tammy Anthony,Ohio,Cleveland,2022-03
B-25861,9851,2669,19,Electronics,Electronic Games,Debit Card,7/15/2023,Jennifer Chase,New York,Buffalo,2023-07
B-25861,9851,2669,19,Electronics,Electronic Games,Debit Card,9/22/2022,Cassandra Farley,Florida,Orlando,2022-09
B-25861,9989,3930,14,Furniture,Tables,Debit Card,3/28/2022,Tammy Anthony,Ohio,Cleveland,2022-03
B-25861,9989,3930,14,Furniture,Tables,Debit Card,7/15/2023,Jennifer Chase,New York,Buffalo,2023-07
B-25861,9989,3930,14,Furniture,Tables,Debit Card,9/22/2022,Cassandra Farley,Florida,Orlando,2022-09
B-25112,7421,958,10,Furniture,Tables,COD,12/20/2022,Justin Vasquez,Texas,Houston,2022-12
B-25112,7421,958,10,Furniture,Tables,COD,1/16/2022,Melissa Morales,Texas,Houston,2022-01
B-25112,7421,958,10,Furniture,Tables,COD,1/29/2023,Tyler Thompson,Texas,Dallas,2023-01
B-25223,3099,479,1,Office Supplies,Paper,COD,1/15/2022,Heidi Davis,New York,Buffalo,2022-01
B-25223,2521,906,7,Electronics,Phones,COD,1/15/2022,Heidi Davis,New York,Buffalo,2022-01
B-25714,6962,3429,12,Electronics,Electronic Games,UPI,3/24/2024,Charles Lane,Texas,Dallas,2024-03
B-25714,6962,3429,12,Electronics,Electronic Games,UPI,2/19/2025,Joyce Good MD,Florida,Miami,2025-02
B-26607,1085,301,20,Furniture,Bookcases,UPI,7/13/2024,Maria Miller,New York,Buffalo,2024-07
B-25038,738,342,2,Furniture,Chairs,Debit Card,4/28/2023,Terry Mcdaniel,Ohio,Cincinnati,2023-04
B-25038,738,342,2,Furniture,Chairs,Debit Card,12/5/2020,Lisa Jacobs,New York,Buffalo,2020-12
B-25038,738,342,2,Furniture,Chairs,Debit Card,5/14/2024,Jeff Duncan,Ohio,Cincinnati,2024-05
B-25038,738,342,2,Furniture,Chairs,Debit Card,1/18/2022,Pamela Jones,New York,New York City,2022-01
B-26672,1366,242,17,Electronics,Electronic Games,EMI,9/18/2023,Renee Robinson,Ohio,Columbus,2023-09
B-26672,1518,155,13,Office Supplies,Markers,Credit Card,9/18/2023,Renee Robinson,Ohio,Columbus,2023-09
B-25747,2962,1470,1,Electronics,Phones,COD,5/12/2021,Jessica Kidd,New York,Buffalo,2021-05
B-25747,2962,1470,1,Electronics,Phones,COD,9/17/2023,Nicholas Martin,Florida,Tampa,2023-09
B-25747,7131,718,12,Electronics,Printers,UPI,5/12/2021,Jessica Kidd,New York,Buffalo,2021-05
B-25747,7131,718,12,Electronics,Printers,UPI,9/17/2023,Nicholas Martin,Florida,Tampa,2023-09
B-25747,4200,855,10,Office Supplies,Markers,EMI,5/12/2021,Jessica Kidd,New York,Buffalo,2021-05
B-25747,4200,855,10,Office Supplies,Markers,EMI,9/17/2023,Nicholas Martin,Florida,Tampa,2023-09
B-26322,5934,1563,2,Office Supplies,Markers,EMI,9/6/2024,David Brown,Illinois,Peoria,2024-09
B-26613,2701,322,11,Electronics,Printers,UPI,6/18/2022,Amber Moore,New York,New York City,2022-06
B-26613,7273,2702,18,Office Supplies,Paper,COD,6/18/2022,Amber Moore,New York,New York City,2022-06
B-25413,2465,699,18,Office Supplies,Markers,Debit Card,5/22/2020,James Williams,California,San Francisco,2020-05
B-26466,3479,1087,2,Office Supplies,Markers,EMI,10/17/2024,Karina Barr,Texas,Dallas,2024-10
B-26466,5457,1765,7,Electronics,Printers,EMI,10/17/2024,Karina Barr,Texas,Dallas,2024-10
B-26610,4957,1152,8,Office Supplies,Markers,Credit Card,3/22/2022,Meghan Rush,Ohio,Cleveland,2022-03
B-26209,4404,858,17,Office Supplies,Pens,Debit Card,3/17/2024,Bianca Brown,Ohio,Columbus,2024-03
B-26209,8776,2529,15,Furniture,Sofas,Credit Card,3/17/2024,Bianca Brown,Ohio,Columbus,2024-03
B-26622,9536,1437,9,Electronics,Phones,UPI,4/2/2020,Timothy Jensen,Florida,Orlando,2020-04
B-26622,2225,589,7,Furniture,Sofas,Credit Card,4/2/2020,Timothy Jensen,Florida,Orlando,2020-04
B-26601,9574,4045,19,Furniture,Bookcases,UPI,3/13/2024,Melinda Montoya,California,San Francisco,2024-03
B-26601,4382,482,17,Electronics,Electronic Games,COD,3/13/2024,Melinda Montoya,California,San Francisco,2024-03
B-25894,8200,257,19,Electronics,Laptops,COD,3/21/2023,Tammy Bell,Ohio,Cincinnati,2023-03
B-25894,9316,3003,13,Furniture,Sofas,Credit Card,3/21/2023,Tammy Bell,Ohio,Cincinnati,2023-03
B-25894,6379,3128,15,Electronics,Electronic Games,COD,3/21/2023,Tammy Bell,Ohio,Cincinnati,2023-03
B-26969,3348,568,5,Office Supplies,Markers,Credit Card,3/2/2024,Connie Richards,Ohio,Cleveland,2024-03
B-26969,3348,568,5,Office Supplies,Markers,Credit Card,4/30/2021,Peter Ward,New York,Rochester,2021-04
B-26969,8856,2020,9,Office Supplies,Pens,Debit Card,3/2/2024,Connie Richards,Ohio,Cleveland,2024-03
B-26969,8856,2020,9,Office Supplies,Pens,Debit Card,4/30/2021,Peter Ward,New York,Rochester,2021-04
B-26312,1760,619,16,Furniture,Sofas,Debit Card,9/15/2021,Jonathan Alvarez,Ohio,Columbus,2021-09
B-26312,1760,619,16,Furniture,Sofas,Debit Card,1/28/2023,Becky Hodges,Texas,Houston,2023-01
B-26312,6351,986,15,Electronics,Printers,UPI,9/15/2021,Jonathan Alvarez,Ohio,Columbus,2021-09
B-26312,6351,986,15,Electronics,Printers,UPI,1/28/2023,Becky Hodges,Texas,Houston,2023-01
B-26837,869,373,14,Office Supplies,Paper,Credit Card,7/8/2021,Larry Hill,New York,New York City,2021-07
B-26837,869,373,14,Office Supplies,Paper,Credit Card,4/8/2020,Amber Moon,Ohio,Cleveland,2020-04
B-26837,1486,114,7,Furniture,Bookcases,UPI,7/8/2021,Larry Hill,New York,New York City,2021-07
B-26837,1486,114,7,Furniture,Bookcases,UPI,4/8/2020,Amber Moon,Ohio,Cleveland,2020-04
B-26166,2999,145,13,Office Supplies,Binders,COD,8/23/2022,Cynthia Wilcox,Illinois,Chicago,2022-08
B-26166,5142,1916,20,Office Supplies,Paper,EMI,8/23/2022,Cynthia Wilcox,Illinois,Chicago,2022-08
B-25695,1239,575,17,Electronics,Laptops,UPI,12/17/2022,Rebecca Wright,New York,Rochester,2022-12
B-25695,1239,575,17,Electronics,Laptops,UPI,6/8/2022,Sarah Flores,Illinois,Springfield,2022-06
B-25695,1262,515,16,Electronics,Electronic Games,EMI,12/17/2022,Rebecca Wright,New York,Rochester,2022-12
B-25695,1262,515,16,Electronics,Electronic Games,EMI,6/8/2022,Sarah Flores,Illinois,Springfield,2022-06
B-26068,1033,254,5,Furniture,Bookcases,COD,8/28/2020,Carol Norman,New York,Rochester,2020-08
B-26023,1518,159,19,Electronics,Printers,UPI,9/26/2020,Stephanie Gardner,California,San Diego,2020-09
B-26677,8581,2444,2,Office Supplies,Paper,Debit Card,12/13/2020,Philip Baker,Illinois,Peoria,2020-12
B-26677,8581,2444,2,Office Supplies,Paper,Debit Card,11/19/2020,Randall Dennis,Florida,Orlando,2020-11
B-25701,1167,463,5,Office Supplies,Pens,UPI,9/13/2023,Suzanne Cross,Texas,Austin,2023-09
B-25701,2841,803,20,Electronics,Laptops,Credit Card,9/13/2023,Suzanne Cross,Texas,Austin,2023-09
B-25701,5680,2159,19,Furniture,Tables,UPI,9/13/2023,Suzanne Cross,Texas,Austin,2023-09
B-26523,8204,2382,6,Office Supplies,Pens,UPI,3/31/2020,Jasmine Delgado,Illinois,Chicago,2020-03
B-26523,8204,2382,6,Office Supplies,Pens,UPI,10/20/2020,Kristen Harper,New York,Buffalo,2020-10
B-26523,2850,904,6,Electronics,Phones,EMI,3/31/2020,Jasmine Delgado,Illinois,Chicago,2020-03
B-26523,2850,904,6,Electronics,Phones,EMI,10/20/2020,Kristen Harper,New York,Buffalo,2020-10
B-25880,907,391,9,Office Supplies,Pens,Credit Card,8/4/2023,Kaitlyn Graham MD,New York,New York City,2023-08
B-26898,2174,265,19,Office Supplies,Pens,Credit Card,4/11/2022,Dean Avila,Ohio,Cincinnati,2022-04
B-26898,8541,2029,12,Electronics,Electronic Games,Credit Card,4/11/2022,Dean Avila,Ohio,Cincinnati,2022-04
B-26898,1931,551,3,Furniture,Bookcases,EMI,4/11/2022,Dean Avila,Ohio,Cincinnati,2022-04
B-26035,1281,340,3,Electronics,Electronic Games,Debit Card,12/31/2021,Megan Mack,Texas,Austin,2021-12
B-26035,2404,253,15,Electronics,Laptops,COD,12/31/2021,Megan Mack,Texas,Austin,2021-12
B-25573,2119,196,1,Furniture,Sofas,COD,8/16/2020,Heather Johnson,California,Los Angeles,2020-08
B-25463,3137,571,9,Office Supplies,Pens,Debit Card,2/2/2025,Tina Davies,Illinois,Chicago,2025-02
B-26277,2323,727,7,Furniture,Tables,COD,2/24/2022,Matthew Harris,Texas,Dallas,2022-02
B-26277,1368,406,9,Furniture,Bookcases,UPI,2/24/2022,Matthew Harris,Texas,Dallas,2022-02
B-26508,9204,3289,16,Electronics,Laptops,Credit Card,2/25/2024,Christopher Kirk,Florida,Miami,2024-02
B-26508,9204,3289,16,Electronics,Laptops,Credit Card,6/15/2021,Eric Stevens,Florida,Miami,2021-06
B-26508,9894,3698,20,Office Supplies,Paper,EMI,2/25/2024,Christopher Kirk,Florida,Miami,2024-02
B-26508,9894,3698,20,Office Supplies,Paper,EMI,6/15/2021,Eric Stevens,Florida,Miami,2021-06
B-26723,5322,1423,18,Furniture,Sofas,COD,12/8/2022,James Dickerson,Texas,Houston,2022-12
B-26723,5322,1423,18,Furniture,Sofas,COD,12/9/2023,James Jones,Texas,Dallas,2023-12
B-25526,2666,559,14,Furniture,Chairs,COD,7/16/2022,Hannah Hendricks,Ohio,Cleveland,2022-07
B-25645,8383,937,4,Furniture,Sofas,UPI,5/5/2024,Brett Mullins,Florida,Orlando,2024-05
B-25757,7560,821,4,Office Supplies,Paper,EMI,10/4/2021,Ms. Kim Jordan,Illinois,Chicago,2021-10
B-26716,1314,490,16,Furniture,Sofas,UPI,11/20/2021,Marcus Santiago,New York,Buffalo,2021-11
B-26716,4390,179,1,Furniture,Tables,Debit Card,11/20/2021,Marcus Santiago,New York,Buffalo,2021-11
B-26716,1150,58,7,Office Supplies,Binders,Debit Card,11/20/2021,Marcus Santiago,New York,Buffalo,2021-11
B-25424,1574,258,17,Office Supplies,Pens,EMI,9/15/2020,Jill Perez,California,San Diego,2020-09
B-25424,5635,318,17,Office Supplies,Binders,UPI,9/15/2020,Jill Perez,California,San Diego,2020-09
B-25424,6515,961,11,Furniture,Sofas,Debit Card,9/15/2020,Jill Perez,California,San Diego,2020-09
B-26453,1231,214,20,Electronics,Laptops,Debit Card,1/17/2023,Courtney Williams,Ohio,Columbus,2023-01
B-26453,1231,214,20,Electronics,Laptops,Debit Card,6/16/2020,Jordan Hahn,New York,Rochester,2020-06
B-26425,6891,2529,3,Office Supplies,Binders,Debit Card,5/1/2024,William Cook,Ohio,Cleveland,2024-05
B-25843,7524,2308,15,Electronics,Laptops,EMI,12/7/2023,Stephanie Hayes,Texas,Austin,2023-12
B-25843,6864,1824,14,Electronics,Printers,Credit Card,12/7/2023,Stephanie Hayes,Texas,Austin,2023-12
B-25486,4215,432,14,Furniture,Chairs,Debit Card,2/2/2024,Melissa Wise,Ohio,Columbus,2024-02
B-26975,622,218,19,Furniture,Bookcases,Credit Card,6/23/2024,Elizabeth Gonzalez,California,San Diego,2024-06
B-26975,1755,495,18,Office Supplies,Pens,UPI,6/23/2024,Elizabeth Gonzalez,California,San Diego,2024-06
B-26975,8020,3898,20,Electronics,Electronic Games,EMI,6/23/2024,Elizabeth Gonzalez,California,San Diego,2024-06
B-26890,7333,1576,4,Electronics,Laptops,Credit Card,6/7/2024,Mr. Eric Lopez,New York,Buffalo,2024-06
B-26125,7690,1134,4,Electronics,Electronic Games,COD,10/13/2023,Benjamin Higgins,New York,Rochester,2023-10
B-26125,912,246,2,Furniture,Sofas,EMI,10/13/2023,Benjamin Higgins,New York,Rochester,2023-10
B-26489,2791,894,14,Electronics,Laptops,COD,10/8/2022,Brett Sutton,Texas,Austin,2022-10
B-26489,2791,894,14,Electronics,Laptops,COD,10/27/2023,Anna Blackburn,Ohio,Cincinnati,2023-10
B-26489,2791,894,14,Electronics,Laptops,COD,2/9/2021,Michelle Bailey,Texas,Dallas,2021-02
B-26489,6223,1478,3,Furniture,Sofas,Debit Card,10/8/2022,Brett Sutton,Texas,Austin,2022-10
B-26489,6223,1478,3,Furniture,Sofas,Debit Card,10/27/2023,Anna Blackburn,Ohio,Cincinnati,2023-10
B-26489,6223,1478,3,Furniture,Sofas,Debit Card,2/9/2021,Michelle Bailey,Texas,Dallas,2021-02
B-26489,8943,3121,17,Furniture,Chairs,Debit Card,10/8/2022,Brett Sutton,Texas,Austin,2022-10
B-26489,8943,3121,17,Furniture,Chairs,Debit Card,10/27/2023,Anna Blackburn,Ohio,Cincinnati,2023-10
B-26489,8943,3121,17,Furniture,Chairs,Debit Card,2/9/2021,Michelle Bailey,Texas,Dallas,2021-02
B-26489,3297,102,12,Electronics,Phones,Credit Card,10/8/2022,Brett Sutton,Texas,Austin,2022-10
B-26489,3297,102,12,Electronics,Phones,Credit Card,10/27/2023,Anna Blackburn,Ohio,Cincinnati,2023-10
B-26489,3297,102,12,Electronics,Phones,Credit Card,2/9/2021,Michelle Bailey,Texas,Dallas,2021-02
B-26043,8769,1989,20,Office Supplies,Paper,UPI,11/3/2020,Sara Peterson,Illinois,Chicago,2020-11
B-26557,9057,1888,19,Electronics,Printers,COD,5/30/2022,Katherine Williams,Florida,Orlando,2022-05
B-26557,6864,3275,11,Furniture,Tables,Credit Card,5/30/2022,Katherine Williams,Florida,Orlando,2022-05
B-26557,9200,809,13,Electronics,Laptops,COD,5/30/2022,Katherine Williams,Florida,Orlando,2022-05
B-25243,6113,2508,6,Electronics,Laptops,UPI,6/16/2024,Cory Evans,Florida,Orlando,2024-06
B-25243,7733,2784,15,Furniture,Tables,EMI,6/16/2024,Cory Evans,Florida,Orlando,2024-06
B-25243,8524,154,14,Furniture,Tables,COD,6/16/2024,Cory Evans,Florida,Orlando,2024-06
B-25243,6187,2344,15,Furniture,Bookcases,EMI,6/16/2024,Cory Evans,Florida,Orlando,2024-06
B-26932,4364,148,18,Furniture,Tables,EMI,7/15/2022,Michael Rodriguez,Ohio,Cincinnati,2022-07
B-26932,736,286,12,Office Supplies,Pens,EMI,7/15/2022,Michael Rodriguez,Ohio,Cincinnati,2022-07
B-25241,9905,633,17,Office Supplies,Pens,EMI,7/18/2021,John Munoz,Texas,Dallas,2021-07
B-25241,9905,633,17,Office Supplies,Pens,EMI,10/2/2021,David Clark,Florida,Tampa,2021-10
B-25044,2493,1221,9,Office Supplies,Paper,Credit Card,4/16/2024,April Welch,Illinois,Springfield,2024-04
B-25044,9849,963,1,Office Supplies,Pens,Credit Card,4/16/2024,April Welch,Illinois,Springfield,2024-04
B-26137,3423,804,4,Electronics,Printers,Credit Card,7/9/2020,Alan Livingston,Illinois,Peoria,2020-07
B-26137,3423,804,4,Electronics,Printers,Credit Card,7/25/2020,Angela Jackson,Texas,Dallas,2020-07
B-26137,3423,804,4,Electronics,Printers,Credit Card,1/24/2024,Amy Williams,Texas,Austin,2024-01
B-26137,3423,804,4,Electronics,Printers,Credit Card,5/4/2020,Laura Jordan,Texas,Dallas,2020-05
B-26137,3423,804,4,Electronics,Printers,Credit Card,11/13/2021,Richard Maynard,Ohio,Cincinnati,2021-11
B-25545,3900,115,9,Furniture,Chairs,COD,10/7/2023,Lawrence Oliver,Illinois,Springfield,2023-10
B-26800,8568,2419,11,Electronics,Electronic Games,UPI,10/23/2021,Anthony Williams,New York,Rochester,2021-10
B-26800,3283,71,6,Office Supplies,Pens,EMI,10/23/2021,Anthony Williams,New York,Rochester,2021-10
B-26987,7643,3720,19,Electronics,Electronic Games,EMI,7/18/2022,Lynn Matthews,Texas,Dallas,2022-07
B-26144,3461,1537,15,Furniture,Sofas,EMI,8/23/2024,Andrew Griffin,Illinois,Chicago,2024-08
B-26144,5714,1438,6,Electronics,Electronic Games,Credit Card,8/23/2024,Andrew Griffin,Illinois,Chicago,2024-08
B-26144,3853,1457,10,Office Supplies,Binders,COD,8/23/2024,Andrew Griffin,Illinois,Chicago,2024-08
B-25406,6016,431,20,Office Supplies,Pens,UPI,10/28/2020,Megan Williams,Illinois,Chicago,2020-10
B-25658,1290,204,12,Office Supplies,Markers,UPI,6/15/2024,Alison Martin,New York,Buffalo,2024-06
B-25658,1290,204,12,Office Supplies,Markers,UPI,12/19/2024,Samuel Wallace,California,San Francisco,2024-12
B-25733,4569,1693,10,Electronics,Printers,UPI,9/4/2020,Manuel Stark,Illinois,Springfield,2020-09
B-26993,3083,1151,16,Furniture,Bookcases,Debit Card,4/16/2022,William Villarreal,Florida,Orlando,2022-04
B-26964,3522,898,15,Office Supplies,Pens,Credit Card,8/29/2024,Brandon Kirk,Ohio,Cleveland,2024-08
B-26964,3522,898,15,Office Supplies,Pens,Credit Card,1/14/2022,Abigail Brown,California,Los Angeles,2022-01
B-26955,7301,3602,3,Office Supplies,Binders,Debit Card,4/7/2024,Kristine Carter,Texas,Houston,2024-04
B-26059,4462,121,8,Electronics,Laptops,COD,4/24/2022,Wesley Deleon,Illinois,Springfield,2022-04
B-26059,6212,1881,17,Electronics,Phones,COD,4/24/2022,Wesley Deleon,Illinois,Springfield,2022-04
B-26806,4027,1386,3,Furniture,Bookcases,EMI,8/27/2020,Laura Cole,Florida,Tampa,2020-08
B-26299,1676,330,14,Electronics,Laptops,EMI,3/1/2023,Lauren Harris,Ohio,Cleveland,2023-03
B-26299,3927,1133,12,Furniture,Bookcases,COD,3/1/2023,Lauren Harris,Ohio,Cleveland,2023-03
B-26299,2776,887,9,Electronics,Phones,Debit Card,3/1/2023,Lauren Harris,Ohio,Cleveland,2023-03
B-26743,7684,1157,12,Furniture,Sofas,COD,10/2/2020,Cameron Miller,Illinois,Chicago,2020-10
B-26743,7684,1157,12,Furniture,Sofas,COD,6/23/2020,Jacob Carpenter,New York,Buffalo,2020-06
B-26743,7684,1157,12,Furniture,Sofas,COD,8/21/2023,Pamela Callahan DVM,Ohio,Columbus,2023-08
B-26757,6008,2498,17,Electronics,Phones,Credit Card,7/16/2022,William Ruiz,Florida,Miami,2022-07
B-26772,7344,2598,20,Furniture,Bookcases,COD,8/1/2022,Paula Marshall,Texas,Dallas,2022-08
B-26088,6932,3218,20,Office Supplies,Pens,COD,7/16/2020,Natalie Cox,Florida,Orlando,2020-07
B-26319,7748,1706,16,Electronics,Electronic Games,EMI,5/2/2020,Andrew Fernandez,Ohio,Cincinnati,2020-05
B-26319,6381,2763,20,Office Supplies,Markers,UPI,5/2/2020,Andrew Fernandez,Ohio,Cincinnati,2020-05
B-26319,992,64,6,Electronics,Phones,Credit Card,5/2/2020,Andrew Fernandez,Ohio,Cincinnati,2020-05
B-25364,8649,2631,13,Electronics,Laptops,EMI,1/10/2024,Alisha Saunders,California,San Francisco,2024-01
B-25364,8649,2631,13,Electronics,Laptops,EMI,9/30/2020,Travis Chandler DDS,New York,Rochester,2020-09
B-25655,4099,52,18,Electronics,Laptops,UPI,3/28/2022,Russell Austin,New York,New York City,2022-03
B-26864,2539,324,5,Electronics,Electronic Games,UPI,1/30/2021,Collin Cameron,California,San Francisco,2021-01
B-26019,9845,3062,9,Office Supplies,Paper,COD,3/14/2025,Elizabeth Hernandez,Florida,Orlando,2025-03
B-25849,2901,1411,2,Office Supplies,Paper,Debit Card,10/26/2021,William Russell,Texas,Austin,2021-10
B-25849,2901,1411,2,Office Supplies,Paper,Debit Card,1/11/2023,Sheri Berg,California,Los Angeles,2023-01
B-25849,6934,1152,6,Office Supplies,Pens,Credit Card,10/26/2021,William Russell,Texas,Austin,2021-10
B-25849,6934,1152,6,Office Supplies,Pens,Credit Card,1/11/2023,Sheri Berg,California,Los Angeles,2023-01
B-25829,9640,2606,2,Furniture,Bookcases,Credit Card,10/31/2021,Anthony Barnett,Illinois,Peoria,2021-10
B-26065,7930,1981,13,Furniture,Chairs,Credit Card,5/4/2023,Kaitlyn Flores,Ohio,Cleveland,2023-05
B-26065,7930,1981,13,Furniture,Chairs,Credit Card,8/9/2024,Rebecca Owen,Illinois,Springfield,2024-08
B-25267,9894,829,1,Office Supplies,Binders,COD,8/21/2022,Michael Bell,California,San Diego,2022-08
B-25267,4534,2235,4,Furniture,Tables,COD,8/21/2022,Michael Bell,California,San Diego,2022-08
B-25972,4911,186,20,Electronics,Phones,Debit Card,6/19/2022,Willie Huynh,New York,Buffalo,2022-06
B-25972,531,189,20,Furniture,Bookcases,Debit Card,6/19/2022,Willie Huynh,New York,Buffalo,2022-06
B-25511,9707,3483,10,Electronics,Electronic Games,EMI,1/29/2025,Samuel Hayes,Illinois,Peoria,2025-01
B-25511,8521,2584,7,Office Supplies,Paper,COD,1/29/2025,Samuel Hayes,Illinois,Peoria,2025-01
B-25744,8438,3427,12,Office Supplies,Binders,Credit Card,1/14/2022,Sherry Tran,New York,Buffalo,2022-01
B-25744,1689,109,9,Electronics,Electronic Games,UPI,1/14/2022,Sherry Tran,New York,Buffalo,2022-01
B-25744,3936,1626,14,Office Supplies,Paper,COD,1/14/2022,Sherry Tran,New York,Buffalo,2022-01
B-26805,7664,1753,19,Electronics,Phones,Debit Card,6/15/2023,Heather Gray,Ohio,Cincinnati,2023-06
B-25620,721,258,13,Electronics,Laptops,Debit Card,10/18/2023,Benjamin Meadows,Illinois,Peoria,2023-10
B-25620,721,258,13,Electronics,Laptops,Debit Card,6/13/2022,Micheal Graham,New York,Buffalo,2022-06
B-25620,8364,3055,17,Electronics,Laptops,Credit Card,10/18/2023,Benjamin Meadows,Illinois,Peoria,2023-10
B-25620,8364,3055,17,Electronics,Laptops,Credit Card,6/13/2022,Micheal Graham,New York,Buffalo,2022-06
B-25620,5234,2021,15,Furniture,Bookcases,EMI,10/18/2023,Benjamin Meadows,Illinois,Peoria,2023-10
B-25620,5234,2021,15,Furniture,Bookcases,EMI,6/13/2022,Micheal Graham,New York,Buffalo,2022-06
B-25325,3944,1559,18,Electronics,Phones,Credit Card,6/12/2024,Jean Jackson,California,San Francisco,2024-06
B-25325,6711,1045,12,Office Supplies,Pens,Credit Card,6/12/2024,Jean Jackson,California,San Francisco,2024-06
B-25325,5031,714,4,Furniture,Tables,Credit Card,6/12/2024,Jean Jackson,California,San Francisco,2024-06
B-25325,6295,2469,14,Office Supplies,Binders,EMI,6/12/2024,Jean Jackson,California,San Francisco,2024-06
B-25131,9654,4111,1,Office Supplies,Paper,UPI,6/27/2022,Timothy Murphy,California,San Francisco,2022-06
B-25131,3112,1065,20,Office Supplies,Binders,COD,6/27/2022,Timothy Murphy,California,San Francisco,2022-06
B-26654,7838,1142,13,Electronics,Phones,UPI,2/18/2021,Mrs. Jennifer Lewis,California,San Francisco,2021-02
B-26654,9300,3146,6,Electronics,Phones,Credit Card,2/18/2021,Mrs. Jennifer Lewis,California,San Francisco,2021-02
B-26654,1733,133,17,Office Supplies,Paper,Debit Card,2/18/2021,Mrs. Jennifer Lewis,California,San Francisco,2021-02
B-26195,874,235,15,Office Supplies,Binders,Debit Card,5/29/2023,Bryan Brown,New York,Rochester,2023-05
B-26195,874,235,15,Office Supplies,Binders,Debit Card,6/4/2021,Christopher Johnson,Florida,Miami,2021-06
B-25842,1248,584,13,Office Supplies,Pens,EMI,1/22/2024,Christina Conner,Ohio,Columbus,2024-01
B-25842,1248,584,13,Office Supplies,Pens,EMI,12/27/2022,Luis Luna,California,San Francisco,2022-12
B-25842,3669,154,14,Office Supplies,Markers,EMI,1/22/2024,Christina Conner,Ohio,Columbus,2024-01
B-25842,3669,154,14,Office Supplies,Markers,EMI,12/27/2022,Luis Luna,California,San Francisco,2022-12
B-25842,514,109,15,Office Supplies,Paper,Debit Card,1/22/2024,Christina Conner,Ohio,Columbus,2024-01
B-25842,514,109,15,Office Supplies,Paper,Debit Card,12/27/2022,Luis Luna,California,San Francisco,2022-12
B-25851,3273,85,16,Electronics,Phones,UPI,3/30/2024,Julie Chavez,Ohio,Cincinnati,2024-03
B-25427,5035,2008,2,Furniture,Chairs,COD,4/4/2020,Richard Blair,Florida,Miami,2020-04
B-25427,7702,60,19,Electronics,Printers,UPI,4/4/2020,Richard Blair,Florida,Miami,2020-04
B-25427,9884,4446,7,Electronics,Printers,EMI,4/4/2020,Richard Blair,Florida,Miami,2020-04
B-26224,5564,175,11,Electronics,Laptops,COD,1/22/2023,Mitchell Lester,Illinois,Chicago,2023-01
B-26224,5564,175,11,Electronics,Laptops,COD,4/12/2022,Mr. John Tyler PhD,Texas,Houston,2022-04
B-26224,5564,175,11,Electronics,Laptops,COD,12/13/2023,Juan Kelly,Florida,Miami,2023-12
B-26224,3953,1776,15,Electronics,Electronic Games,UPI,1/22/2023,Mitchell Lester,Illinois,Chicago,2023-01
B-26224,3953,1776,15,Electronics,Electronic Games,UPI,4/12/2022,Mr. John Tyler PhD,Texas,Houston,2022-04
B-26224,3953,1776,15,Electronics,Electronic Games,UPI,12/13/2023,Juan Kelly,Florida,Miami,2023-12
B-26896,6488,1591,18,Electronics,Printers,EMI,5/24/2023,Morgan Mccarthy,Texas,Dallas,2023-05
B-26896,6488,1591,18,Electronics,Printers,EMI,11/29/2020,Morgan Sullivan,Texas,Houston,2020-11
B-26469,7856,3699,17,Electronics,Electronic Games,UPI,3/24/2021,Eric Clark,Florida,Orlando,2021-03
B-26469,1165,51,3,Office Supplies,Pens,EMI,3/24/2021,Eric Clark,Florida,Orlando,2021-03
B-26219,9386,2555,20,Office Supplies,Markers,Credit Card,8/19/2020,Mark Padilla,California,San Diego,2020-08
B-26219,9386,2555,20,Office Supplies,Markers,Credit Card,10/20/2022,Anthony Lane,Ohio,Cleveland,2022-10
B-26119,3956,142,12,Office Supplies,Pens,Debit Card,9/20/2023,Jeffrey Henderson,Florida,Tampa,2023-09
B-26119,3956,142,12,Office Supplies,Pens,Debit Card,12/26/2024,Michelle Hardy,Texas,Dallas,2024-12
B-26119,6449,2628,11,Furniture,Bookcases,EMI,9/20/2023,Jeffrey Henderson,Florida,Tampa,2023-09
B-26119,6449,2628,11,Furniture,Bookcases,EMI,12/26/2024,Michelle Hardy,Texas,Dallas,2024-12
B-26988,6255,437,18,Office Supplies,Markers,COD,12/3/2021,Ms. Barbara Cervantes,New York,Rochester,2021-12
B-26988,2109,681,20,Electronics,Electronic Games,UPI,12/3/2021,Ms. Barbara Cervantes,New York,Rochester,2021-12
B-25596,6707,1041,20,Electronics,Phones,Credit Card,9/14/2021,Steven Proctor,Texas,Austin,2021-09
B-26845,7633,184,13,Office Supplies,Pens,COD,9/30/2021,Shannon Patterson,Illinois,Springfield,2021-09
B-25099,975,224,18,Office Supplies,Pens,COD,12/22/2021,William Valdez,California,San Diego,2021-12
B-25099,4492,1450,7,Furniture,Tables,EMI,12/22/2021,William Valdez,California,San Diego,2021-12
B-25099,7957,2834,12,Furniture,Chairs,UPI,12/22/2021,William Valdez,California,San Diego,2021-12
B-26153,4906,975,7,Furniture,Tables,Debit Card,5/18/2022,Laura Yu,Texas,Houston,2022-05
B-25060,1379,250,3,Office Supplies,Pens,Credit Card,10/8/2020,Jonathan Mcmillan,New York,Buffalo,2020-10
