Order ID,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode,Order Date,CustomerName,State,City,Year-Month,Year,Month,Month_Name,Quarter,Day_of_Week,Day_Name,Is_Weekend,Profit_Margin_Pct,Revenue_Per_Unit,Profit_Per_Unit,Order_Value_Category
B-25038,738,342,2,Furniture,Chairs,Debit Card,2022-01-18,Pamela Jones,New York,New York City,2022-01,2022,1,January,1,1,Tuesday,0,46.34146341463415,369.0,171.0,Low
B-26672,1366,242,17,Electronics,Electronic Games,EMI,2023-09-18,Renee Robinson,Ohio,Columbus,2023-09,2023,9,September,3,0,Monday,0,17.71595900439239,80.3529411764706,14.235294117647058,Low
B-26672,1518,155,13,Office Supplies,Markers,Credit Card,2023-09-18,Renee Robinson,Ohio,Columbus,2023-09,2023,9,September,3,0,Monday,0,10.210803689064559,116.76923076923077,11.923076923076923,Low
B-25747,2962,1470,1,Electronics,Phones,COD,2021-05-12,Jessica Kidd,New York,Buffalo,2021-05,2021,5,May,2,2,Wednesday,0,49.62862930452397,2962.0,1470.0,Medium
B-25747,2962,1470,1,Electronics,Phones,COD,2023-09-17,Nicholas Martin,Florida,Tampa,2023-09,2023,9,September,3,6,Sunday,1,49.62862930452397,2962.0,1470.0,Medium
B-25747,7131,718,12,Electronics,Printers,UPI,2021-05-12,Jessica Kidd,New York,Buffalo,2021-05,2021,5,May,2,2,Wednesday,0,10.068714065348479,594.25,59.833333333333336,High
B-25747,7131,718,12,Electronics,Printers,UPI,2023-09-17,Nicholas Martin,Florida,Tampa,2023-09,2023,9,September,3,6,Sunday,1,10.068714065348479,594.25,59.833333333333336,High
B-25747,4200,855,10,Office Supplies,Markers,EMI,2021-05-12,Jessica Kidd,New York,Buffalo,2021-05,2021,5,May,2,2,Wednesday,0,20.357142857142858,420.0,85.5,Medium
B-25747,4200,855,10,Office Supplies,Markers,EMI,2023-09-17,Nicholas Martin,Florida,Tampa,2023-09,2023,9,September,3,6,Sunday,1,20.357142857142858,420.0,85.5,Medium
B-26322,5934,1563,2,Office Supplies,Markers,EMI,2024-09-06,David Brown,Illinois,Peoria,2024-09,2024,9,September,3,4,Friday,0,26.339737108190093,2967.0,781.5,High
B-26613,2701,322,11,Electronics,Printers,UPI,2022-06-18,Amber Moore,New York,New York City,2022-06,2022,6,June,2,5,Saturday,1,11.921510551647538,245.54545454545453,29.272727272727273,Medium
B-26613,7273,2702,18,Office Supplies,Paper,COD,2022-06-18,Amber Moore,New York,New York City,2022-06,2022,6,June,2,5,Saturday,1,37.15110683349375,404.05555555555554,150.11111111111111,High
B-25413,2465,699,18,Office Supplies,Markers,Debit Card,2020-05-22,James Williams,California,San Francisco,2020-05,2020,5,May,2,4,Friday,0,28.356997971602432,136.94444444444446,38.833333333333336,Low
B-26466,3479,1087,2,Office Supplies,Markers,EMI,2024-10-17,Karina Barr,Texas,Dallas,2024-10,2024,10,October,4,3,Thursday,0,31.244610520264445,1739.5,543.5,Medium
B-26466,5457,1765,7,Electronics,Printers,EMI,2024-10-17,Karina Barr,Texas,Dallas,2024-10,2024,10,October,4,3,Thursday,0,32.343778632948506,779.5714285714286,252.14285714285714,High
B-26610,4957,1152,8,Office Supplies,Markers,Credit Card,2022-03-22,Meghan Rush,Ohio,Cleveland,2022-03,2022,3,March,1,1,Tuesday,0,23.23986282025419,619.625,144.0,Medium
B-26209,4404,858,17,Office Supplies,Pens,Debit Card,2024-03-17,Bianca Brown,Ohio,Columbus,2024-03,2024,3,March,1,6,Sunday,1,19.482288828337875,259.05882352941177,50.470588235294116,Medium
B-26209,8776,2529,15,Furniture,Sofas,Credit Card,2024-03-17,Bianca Brown,Ohio,Columbus,2024-03,2024,3,March,1,6,Sunday,1,28.817228805834095,585.0666666666667,168.6,Premium
B-26622,9536,1437,9,Electronics,Phones,UPI,2020-04-02,Timothy Jensen,Florida,Orlando,2020-04,2020,4,April,2,3,Thursday,0,15.069211409395974,1059.5555555555557,159.66666666666666,Premium
B-26622,2225,589,7,Furniture,Sofas,Credit Card,2020-04-02,Timothy Jensen,Florida,Orlando,2020-04,2020,4,April,2,3,Thursday,0,26.47191011235955,317.85714285714283,84.14285714285714,Low
B-26601,9574,4045,19,Furniture,Bookcases,UPI,2024-03-13,Melinda Montoya,California,San Francisco,2024-03,2024,3,March,1,2,Wednesday,0,42.249843325673694,503.89473684210526,212.89473684210526,Premium
B-26601,4382,482,17,Electronics,Electronic Games,COD,2024-03-13,Melinda Montoya,California,San Francisco,2024-03,2024,3,March,1,2,Wednesday,0,10.999543587403013,257.7647058823529,28.352941176470587,Medium
B-25894,8200,257,19,Electronics,Laptops,COD,2023-03-21,Tammy Bell,Ohio,Cincinnati,2023-03,2023,3,March,1,1,Tuesday,0,3.1341463414634148,431.57894736842104,13.526315789473685,Premium
B-25894,9316,3003,13,Furniture,Sofas,Credit Card,2023-03-21,Tammy Bell,Ohio,Cincinnati,2023-03,2023,3,March,1,1,Tuesday,0,32.234864748819234,716.6153846153846,231.0,Premium
B-25894,6379,3128,15,Electronics,Electronic Games,COD,2023-03-21,Tammy Bell,Ohio,Cincinnati,2023-03,2023,3,March,1,1,Tuesday,0,49.03589904373726,425.26666666666665,208.53333333333333,High
B-26969,3348,568,5,Office Supplies,Markers,Credit Card,2024-03-02,Connie Richards,Ohio,Cleveland,2024-03,2024,3,March,1,5,Saturday,1,16.965352449223417,669.6,113.6,Medium
B-26969,3348,568,5,Office Supplies,Markers,Credit Card,2021-04-30,Peter Ward,New York,Rochester,2021-04,2021,4,April,2,4,Friday,0,16.965352449223417,669.6,113.6,Medium
B-26969,8856,2020,9,Office Supplies,Pens,Debit Card,2024-03-02,Connie Richards,Ohio,Cleveland,2024-03,2024,3,March,1,5,Saturday,1,22.809394760614275,984.0,224.44444444444446,Premium
B-26969,8856,2020,9,Office Supplies,Pens,Debit Card,2021-04-30,Peter Ward,New York,Rochester,2021-04,2021,4,April,2,4,Friday,0,22.809394760614275,984.0,224.44444444444446,Premium
B-26312,1760,619,16,Furniture,Sofas,Debit Card,2021-09-15,Jonathan Alvarez,Ohio,Columbus,2021-09,2021,9,September,3,2,Wednesday,0,35.17045454545455,110.0,38.6875,Low
B-26312,1760,619,16,Furniture,Sofas,Debit Card,2023-01-28,Becky Hodges,Texas,Houston,2023-01,2023,1,January,1,5,Saturday,1,35.17045454545455,110.0,38.6875,Low
B-26312,6351,986,15,Electronics,Printers,UPI,2021-09-15,Jonathan Alvarez,Ohio,Columbus,2021-09,2021,9,September,3,2,Wednesday,0,15.52511415525114,423.4,65.73333333333333,High
B-26312,6351,986,15,Electronics,Printers,UPI,2023-01-28,Becky Hodges,Texas,Houston,2023-01,2023,1,January,1,5,Saturday,1,15.52511415525114,423.4,65.73333333333333,High
B-26837,869,373,14,Office Supplies,Paper,Credit Card,2021-07-08,Larry Hill,New York,New York City,2021-07,2021,7,July,3,3,Thursday,0,42.9228998849252,62.07142857142857,26.642857142857142,Low
B-26837,869,373,14,Office Supplies,Paper,Credit Card,2020-04-08,Amber Moon,Ohio,Cleveland,2020-04,2020,4,April,2,2,Wednesday,0,42.9228998849252,62.07142857142857,26.642857142857142,Low
B-26837,1486,114,7,Furniture,Bookcases,UPI,2021-07-08,Larry Hill,New York,New York City,2021-07,2021,7,July,3,3,Thursday,0,7.671601615074024,212.28571428571428,16.285714285714285,Low
B-26837,1486,114,7,Furniture,Bookcases,UPI,2020-04-08,Amber Moon,Ohio,Cleveland,2020-04,2020,4,April,2,2,Wednesday,0,7.671601615074024,212.28571428571428,16.285714285714285,Low
B-26166,2999,145,13,Office Supplies,Binders,COD,2022-08-23,Cynthia Wilcox,Illinois,Chicago,2022-08,2022,8,August,3,1,Tuesday,0,4.834944981660554,230.69230769230768,11.153846153846153,Medium
B-26166,5142,1916,20,Office Supplies,Paper,EMI,2022-08-23,Cynthia Wilcox,Illinois,Chicago,2022-08,2022,8,August,3,1,Tuesday,0,37.26176584986386,257.1,95.8,High
B-25695,1239,575,17,Electronics,Laptops,UPI,2022-12-17,Rebecca Wright,New York,Rochester,2022-12,2022,12,December,4,5,Saturday,1,46.40839386602099,72.88235294117646,33.8235294117647,Low
B-25695,1239,575,17,Electronics,Laptops,UPI,2022-06-08,Sarah Flores,Illinois,Springfield,2022-06,2022,6,June,2,2,Wednesday,0,46.40839386602099,72.88235294117646,33.8235294117647,Low
B-25695,1262,515,16,Electronics,Electronic Games,EMI,2022-12-17,Rebecca Wright,New York,Rochester,2022-12,2022,12,December,4,5,Saturday,1,40.80824088748019,78.875,32.1875,Low
B-25695,1262,515,16,Electronics,Electronic Games,EMI,2022-06-08,Sarah Flores,Illinois,Springfield,2022-06,2022,6,June,2,2,Wednesday,0,40.80824088748019,78.875,32.1875,Low
B-26068,1033,254,5,Furniture,Bookcases,COD,2020-08-28,Carol Norman,New York,Rochester,2020-08,2020,8,August,3,4,Friday,0,24.588576960309776,206.6,50.8,Low
B-26023,1518,159,19,Electronics,Printers,UPI,2020-09-26,Stephanie Gardner,California,San Diego,2020-09,2020,9,September,3,5,Saturday,1,10.474308300395258,79.89473684210526,8.368421052631579,Low
B-26677,8581,2444,2,Office Supplies,Paper,Debit Card,2020-12-13,Philip Baker,Illinois,Peoria,2020-12,2020,12,December,4,6,Sunday,1,28.48152895932875,4290.5,1222.0,Premium
B-26677,8581,2444,2,Office Supplies,Paper,Debit Card,2020-11-19,Randall Dennis,Florida,Orlando,2020-11,2020,11,November,4,3,Thursday,0,28.48152895932875,4290.5,1222.0,Premium
B-25701,1167,463,5,Office Supplies,Pens,UPI,2023-09-13,Suzanne Cross,Texas,Austin,2023-09,2023,9,September,3,2,Wednesday,0,39.67437874892888,233.4,92.6,Low
B-25701,2841,803,20,Electronics,Laptops,Credit Card,2023-09-13,Suzanne Cross,Texas,Austin,2023-09,2023,9,September,3,2,Wednesday,0,28.26469552974305,142.05,40.15,Medium
B-25701,5680,2159,19,Furniture,Tables,UPI,2023-09-13,Suzanne Cross,Texas,Austin,2023-09,2023,9,September,3,2,Wednesday,0,38.010563380281695,298.94736842105266,113.63157894736842,High
B-26523,8204,2382,6,Office Supplies,Pens,UPI,2020-03-31,Jasmine Delgado,Illinois,Chicago,2020-03,2020,3,March,1,1,Tuesday,0,29.03461725987323,1367.3333333333333,397.0,Premium
B-26523,8204,2382,6,Office Supplies,Pens,UPI,2020-10-20,Kristen Harper,New York,Buffalo,2020-10,2020,10,October,4,1,Tuesday,0,29.03461725987323,1367.3333333333333,397.0,Premium
B-26523,2850,904,6,Electronics,Phones,EMI,2020-03-31,Jasmine Delgado,Illinois,Chicago,2020-03,2020,3,March,1,1,Tuesday,0,31.719298245614034,475.0,150.66666666666666,Medium
B-26523,2850,904,6,Electronics,Phones,EMI,2020-10-20,Kristen Harper,New York,Buffalo,2020-10,2020,10,October,4,1,Tuesday,0,31.719298245614034,475.0,150.66666666666666,Medium
B-25880,907,391,9,Office Supplies,Pens,Credit Card,2023-08-04,Kaitlyn Graham MD,New York,New York City,2023-08,2023,8,August,3,4,Friday,0,43.109151047409036,100.77777777777777,43.44444444444444,Low
B-26898,2174,265,19,Office Supplies,Pens,Credit Card,2022-04-11,Dean Avila,Ohio,Cincinnati,2022-04,2022,4,April,2,0,Monday,0,12.189512419503219,114.42105263157895,13.947368421052632,Low
B-26898,8541,2029,12,Electronics,Electronic Games,Credit Card,2022-04-11,Dean Avila,Ohio,Cincinnati,2022-04,2022,4,April,2,0,Monday,0,23.756000468329237,711.75,169.08333333333334,Premium
B-26898,1931,551,3,Furniture,Bookcases,EMI,2022-04-11,Dean Avila,Ohio,Cincinnati,2022-04,2022,4,April,2,0,Monday,0,28.53443811496634,643.6666666666666,183.66666666666666,Low
B-26035,1281,340,3,Electronics,Electronic Games,Debit Card,2021-12-31,Megan Mack,Texas,Austin,2021-12,2021,12,December,4,4,Friday,0,26.54176424668228,427.0,113.33333333333333,Low
B-26035,2404,253,15,Electronics,Laptops,COD,2021-12-31,Megan Mack,Texas,Austin,2021-12,2021,12,December,4,4,Friday,0,10.524126455906822,160.26666666666668,16.866666666666667,Low
B-25573,2119,196,1,Furniture,Sofas,COD,2020-08-16,Heather Johnson,California,Los Angeles,2020-08,2020,8,August,3,6,Sunday,1,9.24964605946201,2119.0,196.0,Low
B-25463,3137,571,9,Office Supplies,Pens,Debit Card,2025-02-02,Tina Davies,Illinois,Chicago,2025-02,2025,2,February,1,6,Sunday,1,18.20210392094358,348.55555555555554,63.44444444444444,Medium
B-26277,2323,727,7,Furniture,Tables,COD,2022-02-24,Matthew Harris,Texas,Dallas,2022-02,2022,2,February,1,3,Thursday,0,31.295738269479124,331.85714285714283,103.85714285714286,Low
B-26277,1368,406,9,Furniture,Bookcases,UPI,2022-02-24,Matthew Harris,Texas,Dallas,2022-02,2022,2,February,1,3,Thursday,0,29.678362573099413,152.0,45.111111111111114,Low
B-26508,9204,3289,16,Electronics,Laptops,Credit Card,2024-02-25,Christopher Kirk,Florida,Miami,2024-02,2024,2,February,1,6,Sunday,1,35.73446327683616,575.25,205.5625,Premium
B-26508,9204,3289,16,Electronics,Laptops,Credit Card,2021-06-15,Eric Stevens,Florida,Miami,2021-06,2021,6,June,2,1,Tuesday,0,35.73446327683616,575.25,205.5625,Premium
B-26508,9894,3698,20,Office Supplies,Paper,EMI,2024-02-25,Christopher Kirk,Florida,Miami,2024-02,2024,2,February,1,6,Sunday,1,37.37618758843744,494.7,184.9,Premium
B-26508,9894,3698,20,Office Supplies,Paper,EMI,2021-06-15,Eric Stevens,Florida,Miami,2021-06,2021,6,June,2,1,Tuesday,0,37.37618758843744,494.7,184.9,Premium
B-26723,5322,1423,18,Furniture,Sofas,COD,2022-12-08,James Dickerson,Texas,Houston,2022-12,2022,12,December,4,3,Thursday,0,26.738068395340097,295.6666666666667,79.05555555555556,High
B-26723,5322,1423,18,Furniture,Sofas,COD,2023-12-09,James Jones,Texas,Dallas,2023-12,2023,12,December,4,5,Saturday,1,26.738068395340097,295.6666666666667,79.05555555555556,High
B-25526,2666,559,14,Furniture,Chairs,COD,2022-07-16,Hannah Hendricks,Ohio,Cleveland,2022-07,2022,7,July,3,5,Saturday,1,20.967741935483872,190.42857142857142,39.92857142857143,Medium
B-25645,8383,937,4,Furniture,Sofas,UPI,2024-05-05,Brett Mullins,Florida,Orlando,2024-05,2024,5,May,2,6,Sunday,1,11.177382798520815,2095.75,234.25,Premium
B-25757,7560,821,4,Office Supplies,Paper,EMI,2021-10-04,Ms. Kim Jordan,Illinois,Chicago,2021-10,2021,10,October,4,0,Monday,0,10.859788359788359,1890.0,205.25,Premium
B-26716,1314,490,16,Furniture,Sofas,UPI,2021-11-20,Marcus Santiago,New York,Buffalo,2021-11,2021,11,November,4,5,Saturday,1,37.29071537290715,82.125,30.625,Low
B-26716,4390,179,1,Furniture,Tables,Debit Card,2021-11-20,Marcus Santiago,New York,Buffalo,2021-11,2021,11,November,4,5,Saturday,1,4.07744874715262,4390.0,179.0,Medium
B-26716,1150,58,7,Office Supplies,Binders,Debit Card,2021-11-20,Marcus Santiago,New York,Buffalo,2021-11,2021,11,November,4,5,Saturday,1,5.043478260869565,164.28571428571428,8.285714285714286,Low
B-25424,1574,258,17,Office Supplies,Pens,EMI,2020-09-15,Jill Perez,California,San Diego,2020-09,2020,9,September,3,1,Tuesday,0,16.39135959339263,92.58823529411765,15.176470588235293,Low
B-25424,5635,318,17,Office Supplies,Binders,UPI,2020-09-15,Jill Perez,California,San Diego,2020-09,2020,9,September,3,1,Tuesday,0,5.643300798580301,331.47058823529414,18.705882352941178,High
B-25424,6515,961,11,Furniture,Sofas,Debit Card,2020-09-15,Jill Perez,California,San Diego,2020-09,2020,9,September,3,1,Tuesday,0,14.750575594781273,592.2727272727273,87.36363636363636,High
B-26453,1231,214,20,Electronics,Laptops,Debit Card,2023-01-17,Courtney Williams,Ohio,Columbus,2023-01,2023,1,January,1,1,Tuesday,0,17.384240454914703,61.55,10.7,Low
B-26453,1231,214,20,Electronics,Laptops,Debit Card,2020-06-16,Jordan Hahn,New York,Rochester,2020-06,2020,6,June,2,1,Tuesday,0,17.384240454914703,61.55,10.7,Low
B-26425,6891,2529,3,Office Supplies,Binders,Debit Card,2024-05-01,William Cook,Ohio,Cleveland,2024-05,2024,5,May,2,2,Wednesday,0,36.700043535045715,2297.0,843.0,High
B-25843,7524,2308,15,Electronics,Laptops,EMI,2023-12-07,Stephanie Hayes,Texas,Austin,2023-12,2023,12,December,4,3,Thursday,0,30.67517278043594,501.6,153.86666666666667,Premium
B-25843,6864,1824,14,Electronics,Printers,Credit Card,2023-12-07,Stephanie Hayes,Texas,Austin,2023-12,2023,12,December,4,3,Thursday,0,26.573426573426573,490.2857142857143,130.28571428571428,High
B-25486,4215,432,14,Furniture,Chairs,Debit Card,2024-02-02,Melissa Wise,Ohio,Columbus,2024-02,2024,2,February,1,4,Friday,0,10.249110320284698,301.07142857142856,30.857142857142858,Medium
B-26975,622,218,19,Furniture,Bookcases,Credit Card,2024-06-23,Elizabeth Gonzalez,California,San Diego,2024-06,2024,6,June,2,6,Sunday,1,35.048231511254016,32.73684210526316,11.473684210526315,Low
B-26975,1755,495,18,Office Supplies,Pens,UPI,2024-06-23,Elizabeth Gonzalez,California,San Diego,2024-06,2024,6,June,2,6,Sunday,1,28.205128205128204,97.5,27.5,Low
B-26975,8020,3898,20,Electronics,Electronic Games,EMI,2024-06-23,Elizabeth Gonzalez,California,San Diego,2024-06,2024,6,June,2,6,Sunday,1,48.603491271820445,401.0,194.9,Premium
B-26890,7333,1576,4,Electronics,Laptops,Credit Card,2024-06-07,Mr. Eric Lopez,New York,Buffalo,2024-06,2024,6,June,2,4,Friday,0,21.491885994817945,1833.25,394.0,High
B-26125,7690,1134,4,Electronics,Electronic Games,COD,2023-10-13,Benjamin Higgins,New York,Rochester,2023-10,2023,10,October,4,4,Friday,0,14.746423927178153,1922.5,283.5,Premium
B-26125,912,246,2,Furniture,Sofas,EMI,2023-10-13,Benjamin Higgins,New York,Rochester,2023-10,2023,10,October,4,4,Friday,0,26.973684210526315,456.0,123.0,Low
B-26489,2791,894,14,Electronics,Laptops,COD,2022-10-08,Brett Sutton,Texas,Austin,2022-10,2022,10,October,4,5,Saturday,1,32.03152991759226,199.35714285714286,63.857142857142854,Medium
B-26489,2791,894,14,Electronics,Laptops,COD,2023-10-27,Anna Blackburn,Ohio,Cincinnati,2023-10,2023,10,October,4,4,Friday,0,32.03152991759226,199.35714285714286,63.857142857142854,Medium
B-26489,2791,894,14,Electronics,Laptops,COD,2021-02-09,Michelle Bailey,Texas,Dallas,2021-02,2021,2,February,1,1,Tuesday,0,32.03152991759226,199.35714285714286,63.857142857142854,Medium
B-26489,6223,1478,3,Furniture,Sofas,Debit Card,2022-10-08,Brett Sutton,Texas,Austin,2022-10,2022,10,October,4,5,Saturday,1,23.750602603246023,2074.3333333333335,492.6666666666667,High
B-26489,6223,1478,3,Furniture,Sofas,Debit Card,2023-10-27,Anna Blackburn,Ohio,Cincinnati,2023-10,2023,10,October,4,4,Friday,0,23.750602603246023,2074.3333333333335,492.6666666666667,High
B-26489,6223,1478,3,Furniture,Sofas,Debit Card,2021-02-09,Michelle Bailey,Texas,Dallas,2021-02,2021,2,February,1,1,Tuesday,0,23.750602603246023,2074.3333333333335,492.6666666666667,High
B-26489,8943,3121,17,Furniture,Chairs,Debit Card,2022-10-08,Brett Sutton,Texas,Austin,2022-10,2022,10,October,4,5,Saturday,1,34.89880353348988,526.0588235294117,183.58823529411765,Premium
B-26489,8943,3121,17,Furniture,Chairs,Debit Card,2023-10-27,Anna Blackburn,Ohio,Cincinnati,2023-10,2023,10,October,4,4,Friday,0,34.89880353348988,526.0588235294117,183.58823529411765,Premium
B-26489,8943,3121,17,Furniture,Chairs,Debit Card,2021-02-09,Michelle Bailey,Texas,Dallas,2021-02,2021,2,February,1,1,Tuesday,0,34.89880353348988,526.0588235294117,183.58823529411765,Premium
B-26489,3297,102,12,Electronics,Phones,Credit Card,2022-10-08,Brett Sutton,Texas,Austin,2022-10,2022,10,October,4,5,Saturday,1,3.0937215650591448,274.75,8.5,Medium
B-26489,3297,102,12,Electronics,Phones,Credit Card,2023-10-27,Anna Blackburn,Ohio,Cincinnati,2023-10,2023,10,October,4,4,Friday,0,3.0937215650591448,274.75,8.5,Medium
B-26489,3297,102,12,Electronics,Phones,Credit Card,2021-02-09,Michelle Bailey,Texas,Dallas,2021-02,2021,2,February,1,1,Tuesday,0,3.0937215650591448,274.75,8.5,Medium
B-26043,8769,1989,20,Office Supplies,Paper,UPI,2020-11-03,Sara Peterson,Illinois,Chicago,2020-11,2020,11,November,4,1,Tuesday,0,22.682175846732807,438.45,99.45,Premium
B-26557,9057,1888,19,Electronics,Printers,COD,2022-05-30,Katherine Williams,Florida,Orlando,2022-05,2022,5,May,2,0,Monday,0,20.845754664900078,476.6842105263158,99.36842105263158,Premium
B-26557,6864,3275,11,Furniture,Tables,Credit Card,2022-05-30,Katherine Williams,Florida,Orlando,2022-05,2022,5,May,2,0,Monday,0,47.71270396270396,624.0,297.72727272727275,High
B-26557,9200,809,13,Electronics,Laptops,COD,2022-05-30,Katherine Williams,Florida,Orlando,2022-05,2022,5,May,2,0,Monday,0,8.793478260869565,707.6923076923077,62.23076923076923,Premium
B-25243,6113,2508,6,Electronics,Laptops,UPI,2024-06-16,Cory Evans,Florida,Orlando,2024-06,2024,6,June,2,6,Sunday,1,41.02731882872567,1018.8333333333334,418.0,High
B-25243,7733,2784,15,Furniture,Tables,EMI,2024-06-16,Cory Evans,Florida,Orlando,2024-06,2024,6,June,2,6,Sunday,1,36.00155179102548,515.5333333333333,185.6,Premium
B-25243,8524,154,14,Furniture,Tables,COD,2024-06-16,Cory Evans,Florida,Orlando,2024-06,2024,6,June,2,6,Sunday,1,1.8066635382449556,608.8571428571429,11.0,Premium
B-25243,6187,2344,15,Furniture,Bookcases,EMI,2024-06-16,Cory Evans,Florida,Orlando,2024-06,2024,6,June,2,6,Sunday,1,37.885889768870214,412.46666666666664,156.26666666666668,High
B-26932,4364,148,18,Furniture,Tables,EMI,2022-07-15,Michael Rodriguez,Ohio,Cincinnati,2022-07,2022,7,July,3,4,Friday,0,3.3913840513290556,242.44444444444446,8.222222222222221,Medium
B-26932,736,286,12,Office Supplies,Pens,EMI,2022-07-15,Michael Rodriguez,Ohio,Cincinnati,2022-07,2022,7,July,3,4,Friday,0,38.858695652173914,61.333333333333336,23.833333333333332,Low
B-25241,9905,633,17,Office Supplies,Pens,EMI,2021-07-18,John Munoz,Texas,Dallas,2021-07,2021,7,July,3,6,Sunday,1,6.390711761736497,582.6470588235294,37.23529411764706,Premium
B-25241,9905,633,17,Office Supplies,Pens,EMI,2021-10-02,David Clark,Florida,Tampa,2021-10,2021,10,October,4,5,Saturday,1,6.390711761736497,582.6470588235294,37.23529411764706,Premium
B-25044,2493,1221,9,Office Supplies,Paper,Credit Card,2024-04-16,April Welch,Illinois,Springfield,2024-04,2024,4,April,2,1,Tuesday,0,48.97713598074609,277.0,135.66666666666666,Low
B-25044,9849,963,1,Office Supplies,Pens,Credit Card,2024-04-16,April Welch,Illinois,Springfield,2024-04,2024,4,April,2,1,Tuesday,0,9.77764240024368,9849.0,963.0,Premium
B-26137,3423,804,4,Electronics,Printers,Credit Card,2020-07-09,Alan Livingston,Illinois,Peoria,2020-07,2020,7,July,3,3,Thursday,0,23.488168273444344,855.75,201.0,Medium
B-26137,3423,804,4,Electronics,Printers,Credit Card,2020-07-25,Angela Jackson,Texas,Dallas,2020-07,2020,7,July,3,5,Saturday,1,23.488168273444344,855.75,201.0,Medium
B-26137,3423,804,4,Electronics,Printers,Credit Card,2024-01-24,Amy Williams,Texas,Austin,2024-01,2024,1,January,1,2,Wednesday,0,23.488168273444344,855.75,201.0,Medium
B-26137,3423,804,4,Electronics,Printers,Credit Card,2020-05-04,Laura Jordan,Texas,Dallas,2020-05,2020,5,May,2,0,Monday,0,23.488168273444344,855.75,201.0,Medium
B-26137,3423,804,4,Electronics,Printers,Credit Card,2021-11-13,Richard Maynard,Ohio,Cincinnati,2021-11,2021,11,November,4,5,Saturday,1,23.488168273444344,855.75,201.0,Medium
B-25545,3900,115,9,Furniture,Chairs,COD,2023-10-07,Lawrence Oliver,Illinois,Springfield,2023-10,2023,10,October,4,5,Saturday,1,2.9487179487179485,433.3333333333333,12.777777777777779,Medium
B-26800,8568,2419,11,Electronics,Electronic Games,UPI,2021-10-23,Anthony Williams,New York,Rochester,2021-10,2021,10,October,4,5,Saturday,1,28.23295985060691,778.9090909090909,219.9090909090909,Premium
B-26800,3283,71,6,Office Supplies,Pens,EMI,2021-10-23,Anthony Williams,New York,Rochester,2021-10,2021,10,October,4,5,Saturday,1,2.1626561072190067,547.1666666666666,11.833333333333334,Medium
B-26987,7643,3720,19,Electronics,Electronic Games,EMI,2022-07-18,Lynn Matthews,Texas,Dallas,2022-07,2022,7,July,3,0,Monday,0,48.67198743948711,402.2631578947368,195.78947368421052,Premium
B-26144,3461,1537,15,Furniture,Sofas,EMI,2024-08-23,Andrew Griffin,Illinois,Chicago,2024-08,2024,8,August,3,4,Friday,0,44.4091303091592,230.73333333333332,102.46666666666667,Medium
B-26144,5714,1438,6,Electronics,Electronic Games,Credit Card,2024-08-23,Andrew Griffin,Illinois,Chicago,2024-08,2024,8,August,3,4,Friday,0,25.166258312915645,952.3333333333334,239.66666666666666,High
B-26144,3853,1457,10,Office Supplies,Binders,COD,2024-08-23,Andrew Griffin,Illinois,Chicago,2024-08,2024,8,August,3,4,Friday,0,37.814689852063324,385.3,145.7,Medium
B-25406,6016,431,20,Office Supplies,Pens,UPI,2020-10-28,Megan Williams,Illinois,Chicago,2020-10,2020,10,October,4,2,Wednesday,0,7.164228723404255,300.8,21.55,High
B-25658,1290,204,12,Office Supplies,Markers,UPI,2024-06-15,Alison Martin,New York,Buffalo,2024-06,2024,6,June,2,5,Saturday,1,15.813953488372093,107.5,17.0,Low
B-25658,1290,204,12,Office Supplies,Markers,UPI,2024-12-19,Samuel Wallace,California,San Francisco,2024-12,2024,12,December,4,3,Thursday,0,15.813953488372093,107.5,17.0,Low
B-25733,4569,1693,10,Electronics,Printers,UPI,2020-09-04,Manuel Stark,Illinois,Springfield,2020-09,2020,9,September,3,4,Friday,0,37.05405996935872,456.9,169.3,Medium
B-26993,3083,1151,16,Furniture,Bookcases,Debit Card,2022-04-16,William Villarreal,Florida,Orlando,2022-04,2022,4,April,2,5,Saturday,1,37.33376581252027,192.6875,71.9375,Medium
B-26964,3522,898,15,Office Supplies,Pens,Credit Card,2024-08-29,Brandon Kirk,Ohio,Cleveland,2024-08,2024,8,August,3,3,Thursday,0,25.496876774559908,234.8,59.86666666666667,Medium
B-26964,3522,898,15,Office Supplies,Pens,Credit Card,2022-01-14,Abigail Brown,California,Los Angeles,2022-01,2022,1,January,1,4,Friday,0,25.496876774559908,234.8,59.86666666666667,Medium
B-26955,7301,3602,3,Office Supplies,Binders,Debit Card,2024-04-07,Kristine Carter,Texas,Houston,2024-04,2024,4,April,2,6,Sunday,1,49.33570743733735,2433.6666666666665,1200.6666666666667,High
B-26059,4462,121,8,Electronics,Laptops,COD,2022-04-24,Wesley Deleon,Illinois,Springfield,2022-04,2022,4,April,2,6,Sunday,1,2.7117884356790674,557.75,15.125,Medium
B-26059,6212,1881,17,Electronics,Phones,COD,2022-04-24,Wesley Deleon,Illinois,Springfield,2022-04,2022,4,April,2,6,Sunday,1,30.280103026400518,365.4117647058824,110.6470588235294,High
B-26806,4027,1386,3,Furniture,Bookcases,EMI,2020-08-27,Laura Cole,Florida,Tampa,2020-08,2020,8,August,3,3,Thursday,0,34.41768065557487,1342.3333333333333,462.0,Medium
